State,District,Cycle,Nutrient,Village,Value,Category,Low_Threshold,High_Threshold,Unit,Feature_ID
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,247.11679999999998,Low,280,560,kg/ha,27_494_shc_2023-24.6169
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,156.8,Low,280,560,kg/ha,27_494_shc_2023-24.6552
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,273.4592,Low,280,560,kg/ha,27_494_shc_2023-24.6762
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,223.28320000000002,Low,280,560,kg/ha,27_494_shc_2023-24.6952
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,218.2656,Low,280,560,kg/ha,27_494_shc_2023-24.7029
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,418.96959999999996,Medium,280,560,kg/ha,27_494_shc_2023-24.7155
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,233.31840000000003,Low,280,560,kg/ha,27_494_shc_2023-24.7177
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,227.0464,Low,280,560,kg/ha,27_494_shc_2023-24.8408
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,228.30079999999998,Low,280,560,kg/ha,27_494_shc_2023-24.9028
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,229.5552,Low,280,560,kg/ha,27_494_shc_2023-24.9164
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,339.94239999999996,Medium,280,560,kg/ha,27_494_shc_2023-24.9183
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,235.82719999999998,Low,280,560,kg/ha,27_494_shc_2023-24.9186
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,319.872,Medium,280,560,kg/ha,27_494_shc_2023-24.9187
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,228.30080000000004,Low,280,560,kg/ha,27_494_shc_2023-24.9188
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,220.7744,Low,280,560,kg/ha,27_494_shc_2023-24.9189
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,156.8,Low,280,560,kg/ha,27_494_shc_2023-24.9203
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,319.872,Medium,280,560,kg/ha,27_494_shc_2023-24.9204
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,449.0752,Medium,280,560,kg/ha,27_494_shc_2023-24.9205
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,254.64320000000004,Low,280,560,kg/ha,27_494_shc_2023-24.9206
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,130.4576,Low,280,560,kg/ha,27_494_shc_2023-24.9208
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,242.09920000000002,Low,280,560,kg/ha,27_494_shc_2023-24.9209
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,309.83680000000004,Medium,280,560,kg/ha,27_494_shc_2023-24.9210
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,148.01919999999998,Low,280,560,kg/ha,27_494_shc_2023-24.9211
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,284.74879999999996,Medium,280,560,kg/ha,27_494_shc_2023-24.9212
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,148.01919999999998,Low,280,560,kg/ha,27_494_shc_2023-24.9214
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,242.09920000000002,Low,280,560,kg/ha,27_494_shc_2023-24.9215
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,279.7312,Low,280,560,kg/ha,27_494_shc_2023-24.9216
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,194.43200000000002,Low,280,560,kg/ha,27_494_shc_2023-24.9217
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,245.86239999999998,Low,280,560,kg/ha,27_494_shc_2023-24.9218
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,229.5552,Low,280,560,kg/ha,27_494_shc_2023-24.9219
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,210.7392,Low,280,560,kg/ha,27_494_shc_2023-24.9220
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,423.9872,Medium,280,560,kg/ha,27_494_shc_2023-24.9221
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,268.4416,Low,280,560,kg/ha,27_494_shc_2023-24.9222
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,262.1696,Low,280,560,kg/ha,27_494_shc_2023-24.9223
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,137.98399999999998,Low,280,560,kg/ha,27_494_shc_2023-24.9224
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,218.2656,Low,280,560,kg/ha,27_494_shc_2023-24.9225
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,227.04639999999998,Low,280,560,kg/ha,27_494_shc_2023-24.9226
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,220.77439999999999,Low,280,560,kg/ha,27_494_shc_2023-24.9227
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,185.65119999999996,Low,280,560,kg/ha,27_494_shc_2023-24.9228
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,223.2832,Low,280,560,kg/ha,27_494_shc_2023-24.9229
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,230.80960000000002,Low,280,560,kg/ha,27_494_shc_2023-24.9230
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,140.4928,Low,280,560,kg/ha,27_494_shc_2023-24.9262
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,238.336,Low,280,560,kg/ha,27_494_shc_2023-24.9263
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,224.5376,Low,280,560,kg/ha,27_494_shc_2023-24.9319
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,150.52800000000002,Low,280,560,kg/ha,27_494_shc_2023-24.9320
Maharashtra,Satara,2023-24,Nitrogen,Maharugadewadi,232.064,Low,280,560,kg/ha,27_494_shc_2023-24.9321
Maharashtra,Satara,2023-24,Nitrogen,Dushere,296.04,Medium,280,560,kg/ha,27_494_shc_2023-24.1898
Maharashtra,Satara,2023-24,Nitrogen,Dushere,264.68,Low,280,560,kg/ha,27_494_shc_2023-24.1899
Maharashtra,Satara,2023-24,Nitrogen,Dushere,306.07,Medium,280,560,kg/ha,27_494_shc_2023-24.1900
Maharashtra,Satara,2023-24,Nitrogen,Dushere,229.56,Low,280,560,kg/ha,27_494_shc_2023-24.1904
Maharashtra,Satara,2023-24,Nitrogen,Dushere,265.93,Low,280,560,kg/ha,27_494_shc_2023-24.1906
Maharashtra,Satara,2023-24,Nitrogen,Dushere,306.07,Medium,280,560,kg/ha,27_494_shc_2023-24.6714
Maharashtra,Satara,2023-24,Nitrogen,Dushere,228.3,Low,280,560,kg/ha,27_494_shc_2023-24.6903
Maharashtra,Satara,2023-24,Nitrogen,Dushere,263.424,Low,280,560,kg/ha,27_494_shc_2023-24.9973
Maharashtra,Satara,2023-24,Nitrogen,Dushere,298.5472,Medium,280,560,kg/ha,27_494_shc_2023-24.10142
Maharashtra,Satara,2023-24,Nitrogen,Tulsan,319.872,Medium,280,560,kg/ha,27_494_shc_2023-24.5433
Maharashtra,Satara,2023-24,Nitrogen,Tulsan,323.6352,Medium,280,560,kg/ha,27_494_shc_2023-24.9298
Maharashtra,Satara,2023-24,Nitrogen,Manu,318.6176,Medium,280,560,kg/ha,27_494_shc_2023-24.9018
Maharashtra,Satara,2023-24,Nitrogen,Manu,188.16,Low,280,560,kg/ha,27_494_shc_2023-24.9165
Maharashtra,Satara,2023-24,Nitrogen,Manu,205.72160000000002,Low,280,560,kg/ha,27_494_shc_2023-24.11695
Maharashtra,Satara,2023-24,Nitrogen,Vathar,440.29439999999994,Medium,280,560,kg/ha,27_494_shc_2023-24.2923
Maharashtra,Satara,2023-24,Nitrogen,Vathar,170.59839999999997,Low,280,560,kg/ha,27_494_shc_2023-24.3472
Maharashtra,Satara,2023-24,Nitrogen,Dushere,218.27,Low,280,560,kg/ha,27_494_shc_2023-24.5050
Maharashtra,Satara,2023-24,Nitrogen,Rethare kh.,324.8896,Medium,280,560,kg/ha,27_494_shc_2023-24.7162
Maharashtra,Satara,2023-24,Nitrogen,Vathar,201.95840000000004,Low,280,560,kg/ha,27_494_shc_2023-24.11469
Maharashtra,Satara,2023-24,Nitrogen,Vathar,324.88960000000003,Medium,280,560,kg/ha,27_494_shc_2023-24.11484
Maharashtra,Satara,2023-24,Nitrogen,Maldan,62.72,Low,280,560,kg/ha,27_494_shc_2023-24.6101
Maharashtra,Satara,2023-24,Nitrogen,Maldan,200.70399999999998,Low,280,560,kg/ha,27_494_shc_2023-24.6105
Maharashtra,Satara,2023-24,Nitrogen,Maldan,163.072,Low,280,560,kg/ha,27_494_shc_2023-24.6112
Maharashtra,Satara,2023-24,Nitrogen,Janugdewadi,72.7552,Low,280,560,kg/ha,27_494_shc_2023-24.6517
Maharashtra,Satara,2023-24,Nitrogen,Kadhane,94.08,Low,280,560,kg/ha,27_494_shc_2023-24.1478
Maharashtra,Satara,2023-24,Nitrogen,Ving,307.32800000000003,Medium,280,560,kg/ha,27_494_shc_2023-24.1709
Maharashtra,Satara,2023-24,Nitrogen,Ving,243.3536,Low,280,560,kg/ha,27_494_shc_2023-24.1711
Maharashtra,Satara,2023-24,Nitrogen,Tupewadi,173.1072,Low,280,560,kg/ha,27_494_shc_2023-24.3454
Maharashtra,Satara,2023-24,Nitrogen,Tupewadi,148.01919999999998,Low,280,560,kg/ha,27_494_shc_2023-24.4577
Maharashtra,Satara,2023-24,Nitrogen,Tupewadi,160.5632,Low,280,560,kg/ha,27_494_shc_2023-24.4578
Maharashtra,Satara,2023-24,Nitrogen,Bagalwadi,131.712,Low,280,560,kg/ha,27_494_shc_2023-24.4585
Maharashtra,Satara,2023-24,Nitrogen,Tupewadi,110.3872,Low,280,560,kg/ha,27_494_shc_2023-24.4588
Maharashtra,Satara,2023-24,Nitrogen,Tupewadi,148.01919999999998,Low,280,560,kg/ha,27_494_shc_2023-24.4589
Maharashtra,Satara,2023-24,Nitrogen,Tupewadi,148.01919999999998,Low,280,560,kg/ha,27_494_shc_2023-24.4591
Maharashtra,Satara,2023-24,Nitrogen,Tupewadi,148.01919999999998,Low,280,560,kg/ha,27_494_shc_2023-24.4592
Maharashtra,Satara,2023-24,Nitrogen,Bagalwadi,106.62400000000001,Low,280,560,kg/ha,27_494_shc_2023-24.5640
Maharashtra,Satara,2023-24,Nitrogen,Tupewadi,160.5632,Low,280,560,kg/ha,27_494_shc_2023-24.7371
Maharashtra,Satara,2023-24,Nitrogen,Kadhane,119.16799999999999,Low,280,560,kg/ha,27_494_shc_2023-24.7597
Maharashtra,Satara,2023-24,Nitrogen,Kadhane,131.712,Low,280,560,kg/ha,27_494_shc_2023-24.7607
Maharashtra,Satara,2023-24,Nitrogen,Kadhane,119.16799999999999,Low,280,560,kg/ha,27_494_shc_2023-24.7619
Maharashtra,Satara,2023-24,Nitrogen,Kadhane,144.256,Low,280,560,kg/ha,27_494_shc_2023-24.7623
Maharashtra,Satara,2023-24,Nitrogen,Kadhane,119.16799999999999,Low,280,560,kg/ha,27_494_shc_2023-24.7626
Maharashtra,Satara,2023-24,Nitrogen,Kadhane,144.256,Low,280,560,kg/ha,27_494_shc_2023-24.7627
Maharashtra,Satara,2023-24,Nitrogen,Kadhane,131.712,Low,280,560,kg/ha,27_494_shc_2023-24.7642
Maharashtra,Satara,2023-24,Nitrogen,Kole,97.8432,Low,280,560,kg/ha,27_494_shc_2023-24.4174
Maharashtra,Satara,2023-24,Nitrogen,Ving,299.8016,Medium,280,560,kg/ha,27_494_shc_2023-24.1681
Maharashtra,Satara,2023-24,Nitrogen,Ving,220.7744,Low,280,560,kg/ha,27_494_shc_2023-24.1712
Maharashtra,Satara,2023-24,Nitrogen,Ving,299.8016,Medium,280,560,kg/ha,27_494_shc_2023-24.1714
Maharashtra,Satara,2023-24,Nitrogen,Ving,237.0816,Low,280,560,kg/ha,27_494_shc_2023-24.1716
Maharashtra,Satara,2023-24,Nitrogen,Ving,240.8448,Low,280,560,kg/ha,27_494_shc_2023-24.1717
Maharashtra,Satara,2023-24,Nitrogen,Ving,307.32800000000003,Medium,280,560,kg/ha,27_494_shc_2023-24.4856
Maharashtra,Satara,2023-24,Nitrogen,Ving,313.6,Medium,280,560,kg/ha,27_494_shc_2023-24.6667
Maharashtra,Satara,2023-24,Nitrogen,Ving,186.90560000000002,Low,280,560,kg/ha,27_494_shc_2023-24.6870
Maharashtra,Satara,2023-24,Nitrogen,Ving,307.32800000000003,Medium,280,560,kg/ha,27_494_shc_2023-24.7051
Maharashtra,Satara,2023-24,Nitrogen,Ving,184.3968,Low,280,560,kg/ha,27_494_shc_2023-24.7707
Maharashtra,Satara,2023-24,Nitrogen,Ving,289.7664,Medium,280,560,kg/ha,27_494_shc_2023-24.8651
Maharashtra,Satara,2023-24,Nitrogen,Ving,119.168,Low,280,560,kg/ha,27_494_shc_2023-24.8662
Maharashtra,Satara,2023-24,Nitrogen,Ving,176.87040000000002,Low,280,560,kg/ha,27_494_shc_2023-24.8676
Maharashtra,Satara,2023-24,Nitrogen,Ving,101.6064,Low,280,560,kg/ha,27_494_shc_2023-24.8800
Maharashtra,Satara,2023-24,Nitrogen,Dushere,219.52,Low,280,560,kg/ha,27_494_shc_2023-24.1858
Maharashtra,Satara,2023-24,Nitrogen,Dushere,247.12,Low,280,560,kg/ha,27_494_shc_2023-24.1875
Maharashtra,Satara,2023-24,Nitrogen,Dushere,313.6,Medium,280,560,kg/ha,27_494_shc_2023-24.1876
Maharashtra,Satara,2023-24,Nitrogen,Dushere,219.52,Low,280,560,kg/ha,27_494_shc_2023-24.1882
Maharashtra,Satara,2023-24,Nitrogen,Dushere,293.53,Medium,280,560,kg/ha,27_494_shc_2023-24.3137
Maharashtra,Satara,2023-24,Nitrogen,Dushere,258.41,Low,280,560,kg/ha,27_494_shc_2023-24.7483
Maharashtra,Satara,2023-24,Nitrogen,Dushere,235.83,Low,280,560,kg/ha,27_494_shc_2023-24.1857
Maharashtra,Satara,2023-24,Nitrogen,Wadgaon Haveli,302.3104,Medium,280,560,kg/ha,27_494_shc_2023-24.7081
Maharashtra,Satara,2023-24,Nitrogen,Wadgaon Haveli,114.15040000000002,Low,280,560,kg/ha,27_494_shc_2023-24.7311
Maharashtra,Satara,2023-24,Nitrogen,Wadgaon Haveli,169.344,Low,280,560,kg/ha,27_494_shc_2023-24.7312
Maharashtra,Satara,2023-24,Nitrogen,Wadgaon Haveli,140.49280000000002,Low,280,560,kg/ha,27_494_shc_2023-24.9858
Maharashtra,Satara,2023-24,Nitrogen,Wadgaon Haveli,145.5104,Low,280,560,kg/ha,27_494_shc_2023-24.9894
Maharashtra,Satara,2023-24,Nitrogen,Wadgaon Haveli,264.67839999999995,Low,280,560,kg/ha,27_494_shc_2023-24.9895
Maharashtra,Satara,2023-24,Nitrogen,Wadgaon Haveli,145.5104,Low,280,560,kg/ha,27_494_shc_2023-24.9896
Maharashtra,Satara,2023-24,Nitrogen,Wadgaon Haveli,158.0544,Low,280,560,kg/ha,27_494_shc_2023-24.9904
Maharashtra,Satara,2023-24,Nitrogen,Wadgaon Haveli,105.3696,Low,280,560,kg/ha,27_494_shc_2023-24.9905
Maharashtra,Satara,2023-24,Nitrogen,Wadgaon Haveli,181.888,Low,280,560,kg/ha,27_494_shc_2023-24.9933
Maharashtra,Satara,2023-24,Nitrogen,Wadgaon Haveli,186.90560000000002,Low,280,560,kg/ha,27_494_shc_2023-24.9968
Maharashtra,Satara,2023-24,Nitrogen,Wadgaon Haveli,186.90560000000002,Low,280,560,kg/ha,27_494_shc_2023-24.9969
Maharashtra,Satara,2023-24,Nitrogen,Wadgaon Haveli,200.704,Low,280,560,kg/ha,27_494_shc_2023-24.10082
Maharashtra,Satara,2023-24,Nitrogen,Wadgaon Haveli,178.1248,Low,280,560,kg/ha,27_494_shc_2023-24.10086
Maharashtra,Satara,2023-24,Nitrogen,Vihe,150.528,Low,280,560,kg/ha,27_494_shc_2023-24.1846
Maharashtra,Satara,2023-24,Nitrogen,Vihe,137.984,Low,280,560,kg/ha,27_494_shc_2023-24.5562
Maharashtra,Satara,2023-24,Nitrogen,Vihe,163.072,Low,280,560,kg/ha,27_494_shc_2023-24.9985
Maharashtra,Satara,2023-24,Nitrogen,Vihe,87.80799999999999,Low,280,560,kg/ha,27_494_shc_2023-24.10016
Maharashtra,Satara,2023-24,Nitrogen,Vihe,125.44,Low,280,560,kg/ha,27_494_shc_2023-24.10167
Maharashtra,Satara,2023-24,Nitrogen,Vihe,200.70399999999998,Low,280,560,kg/ha,27_494_shc_2023-24.10168
Maharashtra,Satara,2023-24,Nitrogen,Jarewadi,122.93119999999999,Low,280,560,kg/ha,27_494_shc_2023-24.5300
Maharashtra,Satara,2023-24,Nitrogen,Jarewadi,148.01919999999998,Low,280,560,kg/ha,27_494_shc_2023-24.5624
Maharashtra,Satara,2023-24,Nitrogen,Jarewadi,110.3872,Low,280,560,kg/ha,27_494_shc_2023-24.7654
Maharashtra,Satara,2023-24,Nitrogen,Jarewadi,122.93119999999999,Low,280,560,kg/ha,27_494_shc_2023-24.10729
Maharashtra,Satara,2023-24,Nitrogen,Jarewadi,148.01919999999998,Low,280,560,kg/ha,27_494_shc_2023-24.10752
Maharashtra,Satara,2023-24,Nitrogen,Jarewadi,185.65120000000002,Low,280,560,kg/ha,27_494_shc_2023-24.10753
Maharashtra,Satara,2023-24,Nitrogen,Jarewadi,210.73919999999998,Low,280,560,kg/ha,27_494_shc_2023-24.10754
Maharashtra,Satara,2023-24,Nitrogen,Jarewadi,135.4752,Low,280,560,kg/ha,27_494_shc_2023-24.10756
Maharashtra,Satara,2023-24,Nitrogen,Jarewadi,122.93119999999999,Low,280,560,kg/ha,27_494_shc_2023-24.10757
Maharashtra,Satara,2023-24,Nitrogen,Jarewadi,148.01919999999998,Low,280,560,kg/ha,27_494_shc_2023-24.10758
Maharashtra,Satara,2023-24,Nitrogen,Jarewadi,135.4752,Low,280,560,kg/ha,27_494_shc_2023-24.10788
Maharashtra,Satara,2023-24,Nitrogen,Jarewadi,173.1072,Low,280,560,kg/ha,27_494_shc_2023-24.10789
Maharashtra,Satara,2023-24,Nitrogen,Jarewadi,135.4752,Low,280,560,kg/ha,27_494_shc_2023-24.10790
Maharashtra,Satara,2023-24,Nitrogen,Jarewadi,148.01919999999998,Low,280,560,kg/ha,27_494_shc_2023-24.12007
Maharashtra,Satara,2023-24,Nitrogen,Delewadi,225.79,Low,280,560,kg/ha,27_494_shc_2023-24.1582
Maharashtra,Satara,2023-24,Nitrogen,Delewadi,235.83,Low,280,560,kg/ha,27_494_shc_2023-24.2101
Maharashtra,Satara,2023-24,Nitrogen,Delewadi,233.32,Low,280,560,kg/ha,27_494_shc_2023-24.2788
Maharashtra,Satara,2023-24,Nitrogen,Delewadi,237.08159999999995,Low,280,560,kg/ha,27_494_shc_2023-24.2909
Maharashtra,Satara,2023-24,Nitrogen,Meravewadi,437.7856,Medium,280,560,kg/ha,27_494_shc_2023-24.10362
Maharashtra,Satara,2023-24,Nitrogen,Meravewadi,209.48479999999998,Low,280,560,kg/ha,27_494_shc_2023-24.10385
Maharashtra,Satara,2023-24,Nitrogen,Meravewadi,176.87039999999996,Low,280,560,kg/ha,27_494_shc_2023-24.10386
Maharashtra,Satara,2023-24,Nitrogen,Antvadi,275.97,Low,280,560,kg/ha,27_494_shc_2023-24.10722
Maharashtra,Satara,2023-24,Nitrogen,Belavade kh.,210.7,Low,280,560,kg/ha,27_494_shc_2023-24.4636
Maharashtra,Satara,2023-24,Nitrogen,Belavade kh.,185.7,Low,280,560,kg/ha,27_494_shc_2023-24.4638
Maharashtra,Satara,2023-24,Nitrogen,Belavade kh.,148.0,Low,280,560,kg/ha,27_494_shc_2023-24.4644
Maharashtra,Satara,2023-24,Nitrogen,Belavade kh.,160.6,Low,280,560,kg/ha,27_494_shc_2023-24.6963
Maharashtra,Satara,2023-24,Nitrogen,Nisare,100.352,Low,280,560,kg/ha,27_494_shc_2023-24.1845
Maharashtra,Satara,2023-24,Nitrogen,Vihe,137.984,Low,280,560,kg/ha,27_494_shc_2023-24.1847
Maharashtra,Satara,2023-24,Nitrogen,Beldare,183.14239999999998,Low,280,560,kg/ha,27_494_shc_2023-24.4158
Maharashtra,Satara,2023-24,Nitrogen,Beldare,240.8448,Low,280,560,kg/ha,27_494_shc_2023-24.4185
Maharashtra,Satara,2023-24,Nitrogen,Beldare,278.4768,Low,280,560,kg/ha,27_494_shc_2023-24.4188
Maharashtra,Satara,2023-24,Nitrogen,Vihe,150.528,Low,280,560,kg/ha,27_494_shc_2023-24.6404
Maharashtra,Satara,2023-24,Nitrogen,Malharpeth,94.08,Low,280,560,kg/ha,27_494_shc_2023-24.6833
Maharashtra,Satara,2023-24,Nitrogen,Beldare,353.74080000000004,Medium,280,560,kg/ha,27_494_shc_2023-24.7087
Maharashtra,Satara,2023-24,Nitrogen,Malharpeth,119.16799999999999,Low,280,560,kg/ha,27_494_shc_2023-24.7746
Maharashtra,Satara,2023-24,Nitrogen,Nisare,112.89600000000002,Low,280,560,kg/ha,27_494_shc_2023-24.7759
Maharashtra,Satara,2023-24,Nitrogen,Vihe,112.89600000000002,Low,280,560,kg/ha,27_494_shc_2023-24.7908
Maharashtra,Satara,2023-24,Nitrogen,Malharpeth,119.16799999999999,Low,280,560,kg/ha,27_494_shc_2023-24.10011
Maharashtra,Satara,2023-24,Nitrogen,Nisare,131.712,Low,280,560,kg/ha,27_494_shc_2023-24.10018
Maharashtra,Satara,2023-24,Nitrogen,Malharpeth,119.16799999999999,Low,280,560,kg/ha,27_494_shc_2023-24.10158
Maharashtra,Satara,2023-24,Nitrogen,Vihe,125.44,Low,280,560,kg/ha,27_494_shc_2023-24.10169
Maharashtra,Satara,2023-24,Nitrogen,Abachiwadi,224.5376,Low,280,560,kg/ha,27_494_shc_2023-24.4058
Maharashtra,Satara,2023-24,Nitrogen,Beldare,248.3712,Low,280,560,kg/ha,27_494_shc_2023-24.4060
Maharashtra,Satara,2023-24,Nitrogen,Abachiwadi,188.16,Low,280,560,kg/ha,27_494_shc_2023-24.4063
Maharashtra,Satara,2023-24,Nitrogen,Beldare,228.30080000000004,Low,280,560,kg/ha,27_494_shc_2023-24.4186
Maharashtra,Satara,2023-24,Nitrogen,Vahagaon,232.06,Low,280,560,kg/ha,27_494_shc_2023-24.2198
Maharashtra,Satara,2023-24,Nitrogen,Vahagaon,219.52,Low,280,560,kg/ha,27_494_shc_2023-24.2201
Maharashtra,Satara,2023-24,Nitrogen,Vahagaon,240.84,Low,280,560,kg/ha,27_494_shc_2023-24.2202
Maharashtra,Satara,2023-24,Nitrogen,Vahagaon,156.8,Low,280,560,kg/ha,27_494_shc_2023-24.2204
Maharashtra,Satara,2023-24,Nitrogen,Vahagaon,269.7,Low,280,560,kg/ha,27_494_shc_2023-24.2210
Maharashtra,Satara,2023-24,Nitrogen,Vahagaon,234.57,Low,280,560,kg/ha,27_494_shc_2023-24.2211
Maharashtra,Satara,2023-24,Nitrogen,Vahagaon,358.76,Medium,280,560,kg/ha,27_494_shc_2023-24.2212
Maharashtra,Satara,2023-24,Nitrogen,Vahagaon,272.2,Low,280,560,kg/ha,27_494_shc_2023-24.2214
Maharashtra,Satara,2023-24,Nitrogen,Vahagaon,298.55,Medium,280,560,kg/ha,27_494_shc_2023-24.2215
Maharashtra,Satara,2023-24,Nitrogen,Vahagaon,260.92,Low,280,560,kg/ha,27_494_shc_2023-24.2219
Maharashtra,Satara,2023-24,Nitrogen,Vahagaon,260.92,Low,280,560,kg/ha,27_494_shc_2023-24.2220
